1.552398175590949901e-05,2.943983336369831744e-06,2.927175746697726545e-05,7.422283782751397953e-07,1.181458102790470665e-04,6.591024079279485377e-07,4.654616268934870489e-07,1.476209657358510647e-06,3.791096103796128231e-07,1.341639220452059331e-05,1.692951075058047661e-04,3.344179484666011393e-03,1.057928085142143849e-03,8.436111335246600489e-05,2.326448937565701674e-04,3.739867576271255125e-04,4.858405010840333534e-05,2.088581646778208978e-05,2.684921277305576612e-05,1.373576128386263964e-05,1.410424242941642179e-05,2.040296050112140277e-04,1.070065385602694264e-06,3.947737339514467001e-06,8.127533485077003688e-06,9.230518330546335585e-06,3.652969171351477258e-06,1.191864598357484246e-05,1.193090477383087477e-05,9.771346098038940730e-06,5.221151065113791176e-06,5.890339021356451950e-06,2.189393023072417114e-05,4.714357392893123973e-06,2.239423291702303739e-03,9.495470330722476527e-04,3.081517450983691591e-06,3.922635545251849065e-07,3.844352311189305407e-06
2.415482806168712964e-06,1.747478396400989824e-06,1.338284844537942193e-06,4.299878444722717052e-07,3.147738619931696393e-06,7.498060929251540288e-07,7.814139805468983023e-07,1.228691656545965452e-04,5.749948016186431002e-07,3.232898607612129122e-03,2.506783581811973007e-03,2.559595677810778437e-04,2.787752034999603046e-04,9.413056896068507231e-06,1.560523178498491020e-03,1.821366740386871864e-03,4.130417747738403920e-06,1.923164084616999778e-06,1.299740035793542272e-06,2.145071870685628103e-06,1.128158980210626936e-06,1.818672560073832303e-06,3.531874561875303792e-07,5.033354721689592950e-07,2.327517126348079537e-06,2.396635600095695267e-06,1.268551644546664207e-06,2.135074650773303229e-06,2.651334568593709069e-06,2.183010532429583117e-06,1.224611398049118323e-06,1.148792771414742958e-06,1.303654469456434095e-06,2.547134536275209113e-06,1.015639927601583690e-03,1.281963186889768964e-03,4.281351162455376705e-04,4.301628983548991940e-07,6.548828834982646175e-07
5.053414529117306606e-04,4.672890929395401966e-05,2.791974535458704196e-04,5.446654545087892004e-06,1.455051534063320814e-04,1.104287953566889573e-05,3.420645215769776053e-06,4.513140786675216097e-06,1.691192852573921481e-06,2.396830627328841167e-07,5.065799860189073610e-06,1.158439161754221541e-05,1.565143519042402713e-04,2.016983734413297724e-04,1.007544811778947206e-04,2.558375222374024895e-05,3.288374994715563006e-04,5.770582358361487090e-05,1.628154100815561612e-04,6.761140262691810019e-06,2.263195495452363426e-05,3.003572219513523278e-04,3.980064339053904901e-06,1.986514479271488695e-05,1.851688051620933292e-05,1.433189929972371771e-05,1.196153106781546053e-05,2.559467779825387787e-06,6.687838847170637901e-06,7.269340072879736571e-06,4.379009973205331364e-06,3.734087095432413547e-05,1.246076278816826493e-04,4.377228602186426771e-05,1.630177271295787403e-06,7.166960980298632970e-06,9.816709997751343759e-06,6.272446366114730915e-05,3.334524181880261237e-05
4.314808502366297000e-05,9.427047998196173210e-06,1.968746306319341100e-05,2.907474230917694573e-06,2.098931272123945264e-05,2.965142835146528072e-06,1.407147568527744318e-06,1.510404192540935332e-05,6.577362687149224100e-07,3.019331119056563426e-04,3.685293149315701697e-04,1.911606086760706251e-04,2.906816296328740951e-04,6.527533433778328980e-05,5.819413273196245200e-04,8.713735885380029939e-04,4.255527219799809752e-05,9.720727476273191090e-06,1.154060698479343611e-05,3.969427971224581033e-06,4.889073059906393138e-06,1.246692401368695451e-05,4.491348867792296421e-07,1.671967633302828730e-06,5.886060959891341881e-06,4.782201570234459684e-06,2.432968465514675957e-06,5.027081948216011043e-06,3.521670162207827647e-06,3.668234460324719342e-06,2.203541474054361354e-06,5.845511832481539838e-06,1.292901622594677033e-05,1.664561894762363705e-05,1.831138863316178478e-04,1.490239750167111671e-04,4.153382669323589071e-05,9.519717698620042863e-07,1.760913611184207517e-06
7.233061989880427891e-05,6.183788689783464409e-05,1.050786700891227820e-03,6.468957328811137666e-05,1.063587458143938321e-03,3.504231096022730876e-05,2.889713095713411181e-05,5.347558640814849919e-05,1.511523217078261964e-05,5.278853142743816940e-06,4.181297690436051184e-05,1.392464186093319935e-05,5.290054814764204137e-05,3.069417987495523677e-04,3.740296548476953087e-05,9.715420310843080227e-06,1.080358741820736646e-05,7.438933325878883628e-06,8.298176411949843583e-07,7.041709884426740835e-06,1.764400880522787477e-06,2.569274333979274519e-05,8.468207405351938961e-06,8.200421391291817742e-06,4.612558719392105322e-05,2.946577847216804864e-05,1.101252747581795118e-06,1.460730334243390866e-06,1.273469030057776052e-05,2.763439023705438133e-05,1.937979589593384321e-05,3.328024781356718595e-05,6.037645751048651262e-05,5.703714296551810263e-05,2.090126175373576865e-04,7.466645344401893342e-04,1.662934983272015051e-03,6.108061368974962724e-07,1.935990117483814010e-06
3.757511352406335938e-04,8.185845000981551833e-05,6.924614684396440721e-04,7.415830289388307471e-05,6.671462504540081988e-04,3.994190524619740880e-05,1.212133470943754748e-05,6.545181616344213527e-05,5.297409623340161823e-06,7.750430052197947055e-07,2.322950801817499973e-05,1.320356527366466571e-05,1.535222992568755851e-04,6.416641900472722050e-04,1.134238734491305699e-04,2.556100900925991598e-05,1.389616019931590434e-04,3.382893909729384722e-05,3.044758803024843102e-05,5.605287993138217460e-06,8.232433966511912746e-06,1.515602330101529669e-04,3.140767196213335914e-06,2.374866989846958915e-05,3.677053376070302400e-05,2.582489531885379992e-05,1.317785575913185783e-06,2.541581608332034091e-06,7.492783083164605829e-06,1.166386590330157922e-05,8.074128389594163838e-06,7.626535627494654532e-05,2.440968193441358754e-04,1.844900540278471550e-04,1.019897332208565232e-04,3.658133312903716979e-04,8.109112206337281813e-04,5.467254329370363645e-07,7.517307738060746575e-06
9.003913227650454503e-06,2.463948617895609161e-05,2.601428979936923866e-06,2.506871580741161784e-06,2.107464987403758885e-06,6.452569415632204610e-05,1.446397128874464576e-04,2.582692945944751740e-06,1.087561038588954289e-04,5.668809709666231442e-06,5.041384125006221071e-06,1.024727799748717040e-06,3.975358804518231849e-06,5.893794463479554625e-06,5.445551163250736137e-06,5.108766839976649099e-06,1.482807098826395555e-06,1.927018307704934653e-05,1.775997436945835482e-05,3.917366320335311479e-05,1.589217793797714735e-05,1.872925426104802335e-06,7.856216390929006898e-05,4.041151594962650478e-05,1.180396513915550068e-04,1.266241287936853107e-04,4.998972909125972899e-05,1.896530577088686710e-05,1.598866125012312462e-04,1.317477827117077415e-04,9.871781282160008999e-05,4.056058484372531287e-05,9.737660076911527283e-06,7.896432190091302097e-06,2.157695890395238515e-06,2.660273760596073038e-06,1.609519003898564750e-06,6.681874240132502289e-05,4.282236967277894447e-05
2.199899999069917025e-04,2.020849539347195991e-04,2.602844875762334604e-04,6.180701430884344080e-04,4.187601311266450329e-04,2.881411976953765670e-04,7.921770513565564603e-05,1.716753600416170023e-04,4.697792454807593664e-05,4.947019151458312522e-06,1.846848884025669211e-05,2.774285673679810296e-06,2.118736988361671190e-05,2.958794054772124387e-04,1.830388331237478987e-05,4.298469905476566996e-06,5.596374163761961072e-06,6.039160348436418770e-06,5.235501952438114646e-07,6.977779229481811253e-06,1.740938931593166807e-06,7.883435077795665334e-06,2.706981035118154072e-05,2.069667590512716223e-05,8.897719767261112072e-05,5.525462595905588655e-05,3.676715085132960319e-06,4.882535446206550985e-06,2.589131637421268920e-05,5.891974204631506283e-05,4.635134575477155820e-05,1.902912265831283294e-04,6.518189822356945532e-05,7.685000062232179904e-05,3.744442913656502431e-05,1.308768514495470834e-04,2.937272551570133312e-04,9.476966716599172714e-07,1.981406785795438202e-06
3.010440328435573954e-04,5.626502229793597638e-05,1.287746320675357131e-03,4.983832024647733965e-05,1.258366978458100478e-03,2.389920983225350077e-05,9.560201938273364219e-06,3.443919069450258110e-05,3.595366481568879801e-06,9.666848651240423009e-07,4.071559149662466894e-05,2.056639531925455775e-05,1.626126128858403530e-04,5.469791740415276722e-04,1.207130832197076358e-04,2.943217893696890221e-05,1.167751671721191712e-04,2.870386850103663474e-05,2.423300398590206919e-05,7.334817331115796111e-06,7.416179721927317966e-06,1.125204593809446069e-04,2.264669062684104361e-06,1.463099596598831534e-05,2.972968033343698245e-05,2.038285073804024840e-05,6.880527218666059141e-07,1.351048404712450104e-06,7.470319864447340469e-06,1.323586504152250954e-05,8.023685723671268450e-06,4.712242661206670475e-05,1.589800053436839363e-04,1.200134768684022195e-04,2.321928915357977579e-04,8.316812657058016752e-04,1.848841804356142612e-03,5.418487380169773191e-07,6.832206446886515142e-06
1.129052020382788384e-04,2.983055863943651239e-05,3.078475465122744361e-04,8.010586310449129593e-06,2.862514924714986472e-04,9.881024177383000199e-06,5.411644031134633500e-06,4.689262647120551281e-06,2.682856472717499419e-06,1.873400058077324293e-06,1.569364625760724338e-05,5.034476286731600047e-05,1.175925878919953610e-04,1.258904770600573404e-04,9.673262911964648238e-05,3.312297734781423033e-05,8.750039023405196709e-05,1.833405224176285419e-05,2.430250904103172045e-05,1.182344443805251245e-05,7.582749401833897371e-06,7.069297874269941538e-05,1.530005107774693116e-06,4.723927855991356909e-06,2.367509729174549756e-05,1.624896747283428207e-05,1.331994091108048974e-06,2.143363056552220925e-06,8.179545349277022405e-06,1.499410388671658570e-05,7.496851200666003549e-06,1.778877874109413809e-05,4.127490740587276986e-05,3.411648046168569898e-05,8.034003933541020701e-05,1.968759465780341373e-04,4.091139558973489712e-04,1.072691041431474265e-06,5.799749972923431231e-06
